셰프컬렉션 식기세척기 빌트인,0,0,0,1,0,1,0,0,0,1,0,1,0
삼성 커넥트태그,0,0,0,0,1,1,1,0,0,1,0,0,1
Galaxy Home Mini?,0,0,0,1,0,1,1,0,1,0,0,0,1
삼성 IoT LED 조명,0,1,0,1,0,1,0,0,0,1,0,0,1
Push Pull Series 9,0,0,0,1,0,0,1,0,1,0,0,1,0
iclebo 기가지니 에디션 로봇청소기,0,0,0,0,1,1,0,0,1,0,0,1,0
친환경 가스온도조절기 인증 스마트 IoT 콘덴싱온도조절기RCM500-27KF,0,0,0,1,0,1,0,0,1,0,0,1,0
AI 스마트 멀티탭 16A,0,0,0,1,0,1,0,0,0,1,0,0,1
iot 원격 모니터링 분전반 전력 측정기 에너지미터,0,0,0,1,0,1,0,0,0,1,0,0,1
코웨이 액티브액션 공기청정기 IoCare,0,0,0,1,0,1,0,0,1,0,0,0,1
IoT 실내 온도조절기,0,0,0,1,0,1,0,0,1,0,0,1,0
QCON 스마트홈 IoT 에너지미터,0,0,0,1,0,1,0,0,0,1,0,1,0
큐콘 IoT 에어 플러스,0,0,0,1,0,1,0,0,0,1,0,0,1
큐콘플러그,0,0,0,1,0,1,0,0,0,1,0,0,1
큐콘 IoT 플러그 에어,0,0,0,1,0,1,0,0,0,1,0,0,1
루나스퀘어 스마트 가습기2,0,0,0,1,0,1,0,0,0,1,0,1,0
스마트 IOT 허브형 콘센트,0,0,0,1,0,1,0,0,0,1,0,0,1
스마트 IOT 열림감지센서,0,0,0,1,0,1,1,0,0,1,0,0,1
움직임감지센서,0,0,0,1,0,1,0,0,0,1,0,0,1
헬로우 스마트워치,0,0,0,0,1,0,1,0,1,0,0,1,0
POWER G1,0,0,0,0,1,0,1,0,1,0,0,1,0
포러너45/45S,0,0,0,0,1,0,1,0,1,0,0,1,0
Inspire HR,0,0,0,0,1,0,1,0,1,0,0,1,0
스마트워치 GTR,0,0,0,0,1,0,1,0,1,0,0,1,0
캐시워치 i6 HR,0,0,0,0,1,0,1,0,1,0,0,1,0
URBAN S Plus,0,0,0,0,1,0,1,0,1,0,0,1,0
인바디 밴드2,0,0,0,0,1,0,1,0,1,0,0,1,0
갤럭시핏,0,0,0,0,1,0,1,0,1,0,0,1,0
갤럭시 워치 액티브2,0,0,0,0,1,1,1,0,1,0,0,1,0
Mi 체지방 체중계,0,0,0,1,0,0,1,0,1,0,0,1,0
애플 워치,0,0,0,0,1,1,1,0,1,0,0,1,0
미 밴드4,0,0,0,0,1,0,1,0,1,0,0,1,0
순토9,0,0,0,0,1,0,1,0,1,0,0,1,0
스마트밴드,0,0,0,0,1,0,1,0,1,0,0,1,0
Gen 5 스마트워치,0,0,0,0,1,0,1,0,1,0,0,1,0
런웨이 블랙톤 스마트워치,0,0,0,0,1,1,1,0,1,0,0,1,0
소니 스마트워치3,0,0,0,0,1,1,1,0,1,0,0,1,0
위딩스 스캔워치,0,0,0,0,1,0,1,0,1,0,0,1,0
보이런던 Q82,0,0,0,0,1,0,1,0,1,0,0,1,0
Jackom 스마트 링,0,0,0,0,1,0,0,0,1,0,0,0,1
HUAWEI WATCH GT 2,0,0,0,0,1,0,1,0,1,0,0,1,0
HUAWEI Band 4,0,0,0,0,1,0,1,0,1,0,0,1,0
하이브리드 스마트 워치 W7,0,0,0,0,1,1,1,0,1,0,0,1,0
"Dexcom G5®
Mobile Continuous Glucose Monitoring System",0,0,0,0,1,0,1,0,0,1,0,0,1
프리스타일 리브레 센서,0,0,0,0,1,0,0,0,0,1,0,0,1
스마트 월패드,0,0,0,1,0,1,0,0,1,0,0,1,0
WAVE,0,0,0,1,0,1,1,0,1,0,0,0,1
카카오 미니C,0,0,0,1,0,0,1,0,1,0,0,0,1
안정기내장형램프(LED용),0,1,0,1,0,1,0,0,0,0,1,0,1
안정기내장형램프(LED용),0,1,0,1,0,0,1,0,0,0,1,0,1
COL Hue Lightstrip Plus 2m APR,0,1,0,1,0,1,0,0,0,0,1,0,1
Hue White ambiance,0,1,0,1,0,1,0,0,0,0,1,0,1
LED등기구(매입형),0,1,0,1,0,1,0,0,0,0,1,0,1
WiFi 스마트 전등 스위치(2구),0,0,0,1,0,1,0,0,0,0,1,0,1
경동나비엔 온도조절기 WIFI 온도 조절기,0,0,0,1,0,1,0,0,0,1,0,1,0
AWAIR Omni,0,0,0,1,0,1,1,0,0,1,0,1,0
AWAIR Mint,0,0,0,1,0,1,1,0,0,1,0,1,0
AI 조명 스위치,0,0,0,1,0,0,0,1,0,1,1,0,1
AI 스마트 멀티탭 16A,0,0,0,1,0,1,0,0,0,1,1,0,1
블루투스 스마트 매립형 콘센트,0,0,0,1,0,0,1,0,0,1,1,0,1
IoT 스마트 태양광 발전량 측정기,0,0,0,1,0,1,0,0,0,1,0,0,1
브런트 Wi-Fi 에어젯 S,0,0,0,1,0,1,0,0,0,1,1,0,1
브런트 블라인드 엔진2,0,0,0,1,0,1,0,0,0,1,1,0,1
브런트 플러그,0,0,0,1,0,1,0,0,0,1,1,0,1
소요리 스마트 전구,0,1,0,1,0,1,0,0,0,0,1,0,1
소요리 IoT 허브 전구,0,1,0,1,0,1,0,0,0,0,1,0,1
소요리 올인원 IoT 거실등,0,1,0,1,0,1,0,0,0,0,1,0,1
소요리 올인원 IoT 방등,0,1,0,1,0,1,0,0,0,0,1,0,1
아이오 스위처 ,0,0,0,1,0,0,1,0,0,0,1,0,1
스마트 홈카메라,0,0,0,1,0,1,0,0,1,0,0,1,0
스마트 라인 LED,0,1,0,1,0,1,0,0,0,0,1,0,1
Xfit GTS,0,0,0,0,0,0,1,0,1,0,0,1,0
아이온 스마트밴드,0,0,0,0,0,0,1,0,1,0,0,1,0
아비람 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
BY51 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
스마트밴드 HR2.5,0,0,0,0,0,0,1,0,1,0,0,1,0
듀얼 주파수 스마트 체중계,0,0,0,1,0,0,1,0,1,0,0,1,0
모멘트 엘리트 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
스트로만 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
HERA Fit+,0,0,0,0,0,0,1,0,1,0,0,1,0
하트가드 심박밴드,0,0,0,0,0,0,1,0,1,0,0,1,0
Uwatch2,0,0,0,0,0,0,1,0,1,0,0,1,0
LEMFO H8 Smartwatch,0,0,0,0,0,0,1,0,1,0,0,1,0
4YOU DZ09 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
Letike gt101 스마트 팔찌,0,0,0,0,0,0,1,0,1,0,0,1,0
지엠 블루투스 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
카카오프렌즈키즈워치2,0,0,0,0,0,0,1,0,1,0,0,1,0
Greentiger F8 블루투스 스마트 시계,0,0,0,0,0,0,1,0,1,0,0,1,0
하이브리드 워치 지타임,0,0,0,0,0,0,1,0,1,0,0,1,0
Lerbyee 스마트 밴드,0,0,0,0,0,0,1,0,1,0,0,1,0
트랙 브라보 위치 추적 아이템 트랙커,0,0,0,1,0,0,1,0,0,1,0,1,0
VERY FiTEK,0,0,0,0,0,0,1,0,1,0,0,1,0
LOKMAT 스마트 워치,0,0,0,0,0,0,1,0,1,0,0,1,0
Y6 Pro 피트니스 트래커 스마트 시계,0,0,0,0,0,0,1,0,1,0,0,1,0
Lige 2019 스마트워치,0,0,0,0,0,0,1,0,1,0,0,1,0
SENBONO pull touch 스마트 시계,0,0,0,0,0,0,1,0,1,0,0,1,0
Colmi 스마트 시계,0,0,0,0,0,0,1,0,1,0,0,1,0
우리아이 지킴이,0,0,0,0,0,0,1,0,0,1,0,1,0
AIRWATCH,0,0,0,0,0,0,1,0,1,0,0,1,0
Arvin Smart Watch,0,0,0,0,0,0,1,0,1,0,0,1,0
LYKRY 여성 스마트 시계,0,0,0,0,0,0,1,0,1,0,0,1,0
다이슨 퓨어쿨 크립토믹,0,0,0,1,0,1,0,0,0,1,1,1,0
코드리스 무선 공기청정기,0,0,0,1,0,1,0,0,0,1,1,1,0
NCTR-60WIFI,0,0,0,1,0,1,0,0,0,0,1,1,0
미로 맑음 공기청정기,0,0,0,1,0,1,0,0,0,0,1,1,0
윈마이 프리미엄2,0,0,0,1,0,1,1,0,1,0,0,1,0
샤오미 도어 감지 센서,0,0,0,1,0,1,0,0,0,1,0,0,1
샤오미 동작 감지 센서,0,0,0,1,0,1,0,0,0,1,0,0,1
샤오미 스마트 플러그,0,0,0,0,1,1,0,0,0,0,0,0,1
샤오미 화재경보기,0,0,0,1,0,1,0,0,0,1,0,0,1
Mi 공기청정기 3H,0,0,0,1,0,1,0,0,0,0,1,1,0
Mi 체지방 체중계,0,0,0,1,0,0,1,0,1,0,0,1,0
NR08G IoT,0,0,0,1,0,1,1,0,0,1,1,0,1
노비타 IOT 방수비데,0,0,0,1,0,1,0,0,0,0,1,0,1
윈코 WW-A1 스마트 AI 가습기,0,0,0,1,0,1,0,0,0,1,1,0,1
라돈아이플러스2 측정기,0,0,0,1,0,1,1,0,0,1,0,1,0
스마트 2K 홈카메라 웹캠 CCTV 플랫폼 Pro,0,0,0,1,0,1,1,0,1,0,0,0,1
치후360 베이비홈캠 D706 홈,0,0,0,1,0,1,0,0,1,0,0,0,1
그린솔루션 펭카,0,0,0,1,0,1,0,0,1,0,0,0,1
주연테크 300만화소 스마트폰 지능형 가정용 홈CCTV 감시카메라 IP 유선 무선 와이파이 홈캠,0,0,0,1,0,1,0,0,1,0,0,0,1
큐씨피 움직임추적 200만 무선 CCTV IP 카메라 가정용 홈 캠 강아지 반려동물 펫,0,0,0,1,0,1,0,0,1,0,0,0,1
이글루캠 라이트,0,0,0,1,0,1,0,0,1,0,0,0,1
로보뷰2,0,0,0,1,0,1,0,0,1,0,0,0,1
앱봇 라일리,0,0,0,0,1,1,0,0,1,0,0,0,1
홈네트워크 카메라 C6C,0,0,0,1,0,1,0,0,1,0,0,0,1
홈네트워크 카메라 C6T,0,0,0,1,0,1,0,0,1,0,0,0,1
와이즈넷 홈카메라,0,0,0,1,0,1,0,0,1,0,0,0,1
미키마우스  CCTV,0,0,0,1,0,1,0,0,1,0,0,0,1
Pan&Tilt Wi-Fi 홈카메라,0,0,0,1,0,1,0,0,1,0,0,0,1
imou 홈CCTV,0,0,0,1,0,1,0,0,1,0,0,0,1
IOT 돌봄이 로봇 펫시터 페디,0,0,0,0,1,1,1,0,1,0,0,0,1
펫스테이션 자동급식기,0,0,0,1,0,1,0,0,1,0,0,0,1
UHA-1010C,0,0,0,1,0,1,0,0,1,0,0,1,0
나비엔 청정환기시스템 TAC550,0,0,0,1,0,1,0,0,0,1,1,0,1
신일 프리미엄 무빙 에어컨,0,0,0,1,0,1,0,0,0,1,1,1,0
샤오미 이라이트,0,0,1,1,0,1,1,0,0,1,1,0,1
클레어링S,0,0,0,1,0,1,1,0,1,0,0,0,1
IoT 전동커튼 시스템,0,0,0,1,0,1,0,0,0,0,1,0,1
스마트 조명 스위치,0,0,0,1,0,1,0,0,0,0,1,0,1
스마트 도어 센서,0,0,0,1,0,1,0,0,0,1,0,0,1
스마트 무드등,0,1,0,1,0,1,0,0,0,0,1,0,1
스마트 전구,0,1,0,1,0,1,0,0,0,0,1,0,1
스마트 도어록,0,0,0,1,0,0,0,1,0,1,1,0,1
경비실기,0,0,0,1,0,1,0,0,1,0,0,1,0
현관 카메라,0,0,0,1,0,1,0,0,1,0,0,1,0
로비폰,0,0,0,1,0,1,0,0,1,0,0,1,0
IoT 움직임 감지센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 가스감지 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 스마트 콘센트,0,0,0,1,0,0,0,0,0,0,0,0,1
IoT 문열림 감지센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 조명 스위치,0,0,0,1,0,0,0,0,1,1,0,0,1
IoT 온/습도 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 스마트 커튼,0,0,0,1,0,0,0,0,0,0,1,0,1
IoT 스마트 플러그,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 공기질 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 가스차단기,0,0,0,1,0,0,0,0,0,1,1,1,0
IoT 기축용 전등 스위치,0,0,0,1,0,0,0,0,0,0,1,0,1
IoT 스마트 조명,0,0,1,1,0,0,0,0,0,0,0,0,1
Align T9,0,0,0,1,0,1,0,0,1,0,0,1,0
Align M9,0,0,0,1,0,1,0,0,1,0,0,1,0
KHN-S100CL,0,0,0,1,0,1,0,0,1,0,0,1,0
KHN-R100AT,0,0,0,1,0,1,0,0,1,0,0,1,0
KHN-R100AW,0,0,0,1,0,1,0,0,1,0,0,1,0
KCV-S701JA,0,0,0,1,0,1,0,0,1,0,0,1,0
KHN-893NA,0,0,0,1,0,1,0,0,1,0,0,1,0
KHN-10SA,0,0,0,1,0,1,0,0,1,0,0,1,0
KHN-580A,0,0,0,1,0,1,0,0,1,0,0,1,0
IoT 모니터,0,0,0,1,0,1,1,0,1,0,0,1,0
IoT 모니터,0,0,0,1,0,1,0,1,1,0,0,1,0
IoT 모니터,0,0,0,1,0,0,0,1,1,0,0,1,0
IoT 모니터,0,0,0,1,0,1,0,1,1,0,0,1,0
게이트뷰 IoT 모니터,0,0,0,1,0,1,0,0,1,0,0,1,0
게이트뷰 IoT 모니터,0,0,0,1,0,1,0,0,1,0,0,1,0
게이트뷰 IoT 모니터,0,0,0,1,0,1,0,0,1,0,0,1,0
게이트뷰 IoT 모니터,0,0,0,1,0,1,0,0,1,0,0,1,0
IoT 스마트 콘센트,0,0,0,1,0,1,0,0,0,1,0,0,1
IoT IR 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 움직임 감시센서,0,0,0,1,0,0,0,0,0,1,0,0,1
IoT 스마트 커튼,0,0,0,1,0,0,0,0,0,0,1,0,1
첼로 앙상블 마스터,0,1,1,1,0,0,1,0,0,0,1,0,1
첼로 앙상블 새틀라이트,0,1,1,1,0,0,1,0,0,0,0,0,1
S플러그,0,0,0,1,0,1,0,0,1,0,0,0,1
e플러그,0,0,0,1,0,1,0,0,1,0,0,0,1
문열림 감지 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
동작감지 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
온습도 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
CO 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
연기 감지 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
누수 감지 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
BT-R30B,0,0,0,1,0,0,1,0,1,0,0,0,1
GKW-1000AB,0,0,0,1,0,1,1,0,1,0,0,0,1
GKP-1000F,0,0,0,1,0,0,1,0,1,0,0,0,1
네스카페 골드 블렌드 바리스타,0,0,0,1,0,0,1,0,1,0,0,0,1
솜피 IoT 전동 블라인드,0,0,0,1,0,0,0,1,1,0,0,0,1
스토리링크 IoT 스마트 스위치,0,0,0,1,0,1,1,0,1,0,1,0,1
스토리링크 IoT 스마트 플러그 S3,0,0,0,1,0,1,1,0,1,0,0,0,1
스토리링크 IoT 스마트 플러그 S1,0,0,0,1,0,1,1,0,1,0,0,0,1
스토리링크 스마트 가습기,0,0,0,1,0,0,1,0,1,0,0,0,1
스마트 타임 스위치,0,0,0,1,0,0,1,0,1,0,0,0,1
나이키 어댑트 허라취,0,0,0,0,1,0,1,0,1,0,0,0,1
나이키 어댑트 오토 맥스,0,0,0,0,1,0,1,0,1,0,0,0,1
나이키 어댑트 BB 2.0 KR,0,0,0,0,1,0,1,0,1,0,0,0,1
스마트홈 IOT 버튼 스위치 1구,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트홈 IOT 버튼 스위치 2구,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트홈 IOT 버튼 스위치 3구,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트홈 IOT 터치 스위치 1구,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트홈 IOT 터치 스위치 2구,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트홈 IOT 터치 스위치 3구,0,0,0,1,0,1,0,0,1,0,0,0,1
리모콘 스위치 1구 (버튼),0,0,0,1,0,1,0,0,1,0,0,0,1
리모콘 스위치 2구 (버튼),0,0,0,1,0,1,0,0,1,0,0,0,1
리모콘 스위치 3구 (버튼),0,0,0,1,0,1,0,0,1,0,0,0,1
리모콘 스위치 1구 (터치),0,0,0,1,0,1,0,0,1,0,0,0,1
리모콘 스위치 2구 (터치),0,0,0,1,0,1,0,0,1,0,0,0,1
리모콘 스위치 3구 (터치),0,0,0,1,0,1,0,0,1,0,0,0,1
바톤 SOS,0,0,0,1,0,0,1,0,1,0,0,0,1
스위치봇,0,0,0,1,0,0,1,0,1,0,0,0,1
다이슨 퓨어쿨 공기청정기,0,0,0,1,0,0,1,0,1,0,0,1,0
다이슨 퓨어쿨 링크,0,0,0,1,0,0,1,0,1,0,0,0,1
다이슨 퓨어쿨 선풍기 겸 공기청정기,0,0,0,1,0,0,1,0,1,0,0,1,0
다이슨 핫앤쿨 크립토믹,0,0,0,1,0,0,1,0,1,0,0,1,0
다이슨 핫앤쿨 공기청정기,0,0,0,1,0,0,1,0,1,0,0,1,0
다이슨 퓨어휴미디파이 쿨 크립토믹 가습 공기청정기,0,0,0,1,0,0,1,0,1,0,0,1,0
업소용 초음파 세척기,0,0,0,1,0,0,1,0,1,0,0,0,1
아이나비 NB-IoT,0,0,0,1,0,0,0,0,1,0,0,0,1
Hue 모션센서,1,0,0,1,0,0,0,0,0,1,0,0,1
Hue 3.0 벌브,1,1,1,1,0,1,0,0,0,0,1,0,1
Hue go ver.2,1,1,1,0,0,0,1,0,0,0,1,0,1
나노리프 라이트패널 캔버스,0,1,1,1,0,1,0,0,0,0,0,0,1
cololight,0,1,1,1,0,1,0,0,0,0,0,0,1
hue 위딘 플로어 led,1,1,1,1,0,1,0,0,0,0,0,0,1
솜피 iot 전동 커튼,0,0,0,1,0,1,0,0,0,0,1,0,1
샤오미 이라이트 캔들라이트 블루투스 스마트 무드등,0,1,1,0,0,0,1,0,0,0,0,0,1
서모서니스 실내용 태양온도 무선센서,0,0,0,1,0,0,0,1,0,1,0,0,1
jonas 스마트 우산,0,0,0,0,0,0,1,0,1,0,0,0,1
라이프로 로봇청소기 RX9,0,0,0,0,1,1,0,0,1,0,0,0,1
필립스 스마트 무드등,1,0,1,0,0,1,1,0,0,0,0,0,1
IoT 스마트 버튼 누름,0,0,0,0,0,0,1,0,1,0,0,0,1
IoT 슈퍼쿡 3구 가스레인지,0,0,0,1,0,1,0,0,1,0,0,0,1
에어레스트 초음파 가습기 Airest,0,0,0,1,0,0,1,0,1,0,0,0,1
미로 초음파 가습기,0,0,0,1,0,0,1,0,1,0,0,0,1
미로 맑음 공기청정기,0,0,0,1,0,1,0,0,1,0,0,1,0
미나엘,0,0,1,0,0,0,1,0,0,0,0,0,1
이고진 소원푸리 센서,0,0,0,1,0,0,1,0,0,1,0,0,1
스마트레버락?방문손잡이,0,0,0,1,0,1,1,0,1,0,0,0,1
루셀픽2000,0,0,0,1,0,1,0,0,1,0,0,1,0
나오미020,0,0,0,1,0,1,0,0,1,0,0,1,0
가스모 가스차단기,0,0,0,1,0,1,0,0,1,0,0,1,0
전기오븐레인지 EONB440S,0,0,0,1,0,1,0,0,1,0,0,1,0
솔티드 스마트 인솔,0,0,0,1,0,0,1,0,1,0,0,0,1
네콘 360CAM,0,0,0,1,0,1,0,0,1,0,0,0,1
네콘 모션 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
네콘 도어 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
네콘 온습도 센서,0,0,0,1,0,0,0,0,0,1,0,0,1
슬립닥,0,0,0,0,0,0,1,0,1,0,0,0,1
UHA-744CHK,0,0,0,1,0,1,0,0,1,0,0,1,0
UHA-1020V,0,0,0,1,0,1,0,0,1,0,0,1,0
UHA-750C,0,0,0,1,0,1,0,0,1,0,0,1,0
DJK-T210,0,0,0,1,0,1,0,0,1,0,0,1,0
STV-T1050,0,0,0,1,0,1,0,0,1,0,0,1,0
DM-5070GW,0,0,0,1,0,1,0,0,1,0,0,1,0
DM-5102GW,0,0,0,1,0,1,0,0,1,0,0,1,0
DM-701B,0,0,0,1,0,1,0,0,0,0,1,0,1
DM-709B,0,0,0,1,0,1,0,0,0,0,1,0,1
HD-P112,0,0,0,1,0,1,0,0,0,1,0,0,1
DJK-T207,0,0,0,1,0,1,0,0,1,0,0,1,0
UHA-751,0,0,0,1,0,0,0,0,1,0,0,1,0
ULP-420,0,0,0,1,0,0,0,0,1,0,0,1,0
SHP-HB801,0,0,0,1,0,1,0,0,1,0,0,1,0
SHP-TB100G,0,0,0,1,0,0,0,0,0,0,1,0,1
SHP-SB100G,0,0,0,1,0,0,0,0,0,1,0,0,1
SHP-SG100G,0,0,0,1,0,0,0,0,0,1,0,0,1
SHP-SR100G,0,0,0,1,0,0,0,0,0,1,0,0,1
SHP-DP960,0,0,0,1,0,1,0,0,1,0,0,1,0
SHP-DR900,0,0,0,1,0,1,0,0,1,0,0,1,0
SHP-DR700,0,0,0,1,0,1,0,0,1,0,0,1,0
SHP-DP950,0,0,0,1,0,0,1,0,1,0,0,1,0
SHP-DP830,0,0,0,1,0,0,1,0,1,0,0,1,0
SHP-DP730,0,0,0,1,0,0,1,0,1,0,0,1,0
DV16T8520BP,0,0,0,1,0,1,0,0,0,0,1,1,0
체커,0,0,0,1,0,1,0,0,0,1,0,0,1
플리워,0,0,0,1,0,1,0,0,1,0,0,0,1
온습도 모니터링 시스템 H10,0,0,0,1,0,1,0,0,0,1,0,1,0
위닉스 마스터 S,0,0,0,1,0,1,0,0,1,0,0,0,1
LG 휘센 벽걸이 에어컨,0,0,0,1,0,1,0,0,0,0,1,0,1
LG 휘센 스탠드 에어컨,0,0,0,1,0,1,0,0,0,0,1,1,0
LG 휘센 원형 시스템에어컨,0,0,0,1,0,1,0,0,0,0,1,0,1
LG트롬 건조기,0,0,0,1,0,1,0,0,0,0,1,1,0
고고런5,0,0,0,1,0,0,1,0,0,0,1,1,0
LG 디오스 인덕션,0,0,0,1,0,1,0,0,0,0,1,1,0
LG퓨리케어 정수기,0,0,0,1,0,1,0,0,0,0,1,1,0
LG 디오스 매직스페이스 냉장고,0,0,0,1,0,1,0,0,0,0,1,1,0
위니아 웨이브 에어컨,0,0,0,1,0,1,0,0,0,0,1,0,1
LG 트롬 스타일러,0,0,0,1,0,1,0,0,0,0,1,1,0
온도 모니터링 시스템 T10,0,0,0,1,0,1,0,0,0,1,0,1,0
위닉스 TOWER XQ,0,0,0,1,0,1,0,0,0,0,1,0,1
AX80R7580WDD ,0,0,0,1,0,1,0,0,0,0,1,0,1
LG 퓨리케어 몽블랑 공기청정기,0,0,0,1,0,1,0,0,0,0,1,1,0
LG 퓨리케어 공기청정기 펫,0,0,0,1,0,1,0,0,0,0,1,1,0
VHOOP100,0,0,0,0,0,1,0,0,0,0,1,0,1
휘파람4,0,0,0,1,0,1,0,0,0,0,1,1,0
EONB440SA,0,0,0,1,0,1,0,0,0,0,1,1,0
이과수 직수 냉온정수기,0,0,0,1,0,1,0,0,0,0,1,1,0
로봇청소기 디봇,0,0,0,0,1,1,0,0,1,0,0,1,0
스마트쉐이커,0,0,0,0,0,0,1,0,0,0,1,0,1
IoT 스마트 무선 모션감지센서 인체감지기 인체인식 모션인식기,0,0,0,1,0,1,0,0,0,1,0,0,1
IoT 가정용 홈카메라 베이비캠 펫캠 홈CCTV 회전 투야 tuya,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트 홈 2.4G 무선 와이파이 일산화탄소 감지기,0,0,0,1,0,1,0,0,0,1,0,0,1
알렉사 호환 와이파이 소켓 브라질 표준 16A 스마트 콘센트,0,0,0,1,0,1,0,0,1,0,0,0,1
낙서 와이파이 카메라 투야 무선 네트워크 원격 카메라,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트 무선 도어센서&경보기 문열림 감지 보안 방범용 IoT,0,0,0,1,0,1,0,0,0,1,0,0,1
스마트 무선 리모컨 라이트 벽 스위치 EU 버튼 버전 벽 스위치,0,0,0,1,0,1,0,0,1,0,0,0,1
IoT 무드등 가습기 사무실 침실 소형 미니가습기,0,0,0,1,0,1,0,0,1,0,0,0,1
IoT 스마트 자동 사료 급식기,0,0,0,1,0,1,0,0,1,0,0,0,1
스마트 멀티탭 4구 USB 3구 겸용 스마트폰 컨트롤 IoT,0,0,0,1,0,1,0,0,1,0,0,0,1
IoT 스마트 화재예방센서 경보기 연기감지센서 화재 연기 감지,0,0,0,1,0,1,0,0,0,1,0,0,1
팔렛 스마트 LED 전구,0,0,1,1,0,0,1,0,0,0,0,0,1
뉴 브릭스 스마트 LED 방등,0,0,1,1,0,0,1,0,0,0,0,0,1
아이디S 스마트 조명,0,0,1,1,0,0,1,0,0,0,0,0,1
팔렛 스마트 LED 무드등 2.0,0,0,1,1,0,0,1,0,0,0,0,0,1
KDsafe 300만화소 FHD IP카메라 IP68 완전방수 무선CCTV K300,0,0,0,1,0,1,0,0,1,0,0,0,1
미지아 IMI 홈 시큐리티 카메라 1080P Global 버전,0,0,0,1,0,1,0,0,1,0,0,0,1
